PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Yeoh, Lee M.; Lee, V. Vern; McFadden, Geoffrey I.; Ralph, Stuart A.								Alternative Splicing in Apicomplexan Parasites								MBIO				10	1					e02866-18	10.1128/mBio.02866-18			JAN-FEB 2019	2019										1							WOS:000460314300091		
J	Dembic, Maja; Andersen, Henriette S.; Bastin, Jean; Doktor, Thomas K.; Corydon, Thomas J.; Sass, Jorn Oliver; Costa, Alexandra Lopes; Djouadi, Fatima; Andresen, Brage S.								Next generation sequencing of RNA reveals novel targets of resveratrol with possible implications for Canavan disease								MOLECULAR GENETICS AND METABOLISM				126	1			64	76		10.1016/j.ymgme.2018.10.004			JAN 2019	2019										3							WOS:000456356400009		
J	Hersh, Craig P.; Adcock, Ian M.; Celedon, Juan C.; Cho, Michael H.; Christiani, David C.; Himes, Blanca E.; Kaminski, Naftali; Mathias, Rasika A.; Meyers, Deborah A.; Quackenbush, John; Redline, Susan; Steiling, Katrina A.; Tabor, Holly K.; Tobin, Martin D.; Wurfel, Mark M.; Yang, Ivana V.; Koppelman, Gerard H.		American Thoracic Soc Sect Genetic						High-Throughput Sequencing in Respiratory, Critical Care, and Sleep Medicine Research An Official American Thoracic Society Workshop Report								ANNALS OF THE AMERICAN THORACIC SOCIETY				16	1			1	16		10.1513/AnnalsATS.201810-716WS			JAN 2019	2019										3							WOS:000454507300001		
J	Zhao, Liang; Wang, Chenwei; Lehman, Melanie L.; He, Mingyu; An, Jiyuan; Svingen, Terje; Spiller, Gassy M.; Ng, Ee Ting; Nelson, Colleen C.; Koopman, Peter								Transcriptomic analysis of mRNA expression and alternative splicing during mouse sex determination								MOLECULAR AND CELLULAR ENDOCRINOLOGY				478				84	96		10.1016/j.mce.2018.07.010			DEC 15 2018	2018										5							WOS:000447989200009		
J	Li, Mingfeng; Santpere, Gabriel; Kawasawa, Yuka Imamura; Evgrafov, Oleg V.; Gulden, Forrest O.; Pochareddy, Sirisha; Sunkin, Susan M.; Li, Zhen; Shin, Yurae; Zhu, Ying; Sousa, Andre M. M.; Werling, Donna M.; Kitchen, Robert R.; Kang, Hyo Jung; Pletikos, Mihovil; Choi, Jinmyung; Muchnik, Sydney; Xu, Xuming; Wang, Daifeng; Lorente-Galdos, Belen; Liu, Shuang; Giusti-Rodriguez, Paola; Won, Hyejung; de Leeuw, Christiaan A.; Pardinas, Antonio F.; Hu, Ming; Jin, Fulai; Li, Yun; Owen, Michael J.; O'Donovan, Michael C.; Walters, James T. R.; Posthuma, Danielle; Levitt, Pat; Weinberger, Daniel R.; Hyde, Thomas M.; Kleinman, Joel E.; Geschwind, Daniel H.; Hawrylycz, Michael J.; State, Matthew W.; Sanders, Stephan J.; Sullivan, Patrick F.; Gerstein, Mark B.; Lein, Ed S.; Knowles, James A.; Sestan, Nenad; Huttner, Anita; Krsnik, Zeljka; Sedmak, Goran; Hyde, Tom M.; Straub, Richard E.; Lindsay, Susan; Lisgo, Steven N.; Bernard, Amy; Dee, Nick; Ding, Song-Lin; Riley, Zack L.; Shen, Elaine H.; Johnson, Matthew B.; Lifton, Richard P.; Mane, Shrikant; Mason, Christopher E.; Noonan, James P.; Abramowicz, Sandra; Gittin, Reaghan; Gomez, Teresa; Yoon, Hee Jae; Chen, Maxine M.; Deng, Zemin; Stoll, Jessica; Cheng, Feng; Habegger, Lukas; Harmanci, Arif; Leng, Jing; Rozowsky, Joel; Sboner, Andrea; Lin, Zhixiang; Zhao, Hongyu; Chen, Ting; Chen, Yang-Ho; Chervenak, Ann; Clark, Andrew; Deelman, Ewa; Herstein, Jennifer; Mayani, Rajiv; Mehta, Gaurang; Souaiaia, Tade; Parikshak, Neelroop; Reimers, Mark; Manser, Paul; Aiona, Kaylynn; Arnold, James; Bennet, Crissa; Bertagnolli, Darren; Guillozet-Bongaarts, Angie L.; Brouner, Kristina; Butler, Stephanie; Caldejon, Shiella; Carey, Anita; Cuhaciyan, Christine; Dalley, Rachel A.; Datta, Suvro; Desta, Tsega; Ebbert, Amanda; Fisher, Michael; Fulfs, Erich; Gee, Garrett; Goldy, Jeff; Gourley, Lindsey; Gregor, Ben W.; Hohmann, John G.; Howard, Robert E.; Jochim, Jayson M.; Jones, Allan R.; Lee, Chang-Kyu; Lemon, Tracy A.; Mastan, Naveed; Miller, Jeremy A.; Morris, John; Mosqueda, Nerick F.; Nhan Kiet Ngo; Nyhus, Julie; Oldre, Aaron; Olson, Eric; Parente, Jody; Parker, Patrick D.; Parry, Sheana E.; Pendergraft, Julie; Phillips, John W.; Reding, Melissa; Roll, Katie; Sandman, David; Sarreal, Melanie; Sekijima, Amanda; Shapouri, Sheila; Shapovalova, Nadiya V.; Slaughterbeck, Cliff R.; Smith, Kimberly A.; Smith, Michael; Williams, Derric; Wohnoutka, Paul; Dang, Chinh; Dolbeare, Tim A.; Feng, David; Fliss, Tim; Gu, Guangyu; Kuan, Chihchau L.; Lau, Chris; Lee, Felix; Ng, Lydia; Sjoquist, Nathan; Szafer, Aaron; Sodt, Andy J.; Abyzov, Alexej; Akbarian, Schahram; Crawford, Gregory E.; Dracheva, Stella; Farnham, Peggy J.; Gerstein, Mark; Goes, Fernando S.; Jaffe, Andrew E.; Liu, Chunyu; Nairn, Angus C.; Pinto, Dalila; Roussos, Panos; Vaccarino, Flora M.; Weissman, Sherman; Weng, Zhiping; White, Kevin P.; Zandi, Peter; Amiri, Anahita; Beach, Thomas G.; Brown, Leanne; Brown, Mimi; Camarena, Adrian; Carlyle, Becky C.; Cheng, Lijun; De La Torre Ubieta, Luis; DelValle, Diane; Devillers, Olivia; Flatow, Elie; Francoeur, Nancy; Fullard, John F.; Gandal, Michael J.; Gao, Tianliuyun; Giase, Gina; Grennan, Kay S.; Hadjimichael, Evi; Hahn, Chang-Gyu; Haroutunian, Vahram; Hoffman, Gabriel E.; Jacobov, Rivka; Jiang, Yan; Johnson, Graham D.; Kassim, Bibi S.; Kleiman, Joel E.; Kozlenkov, Alexey; Kundakovic, Marija; Lewis, David A.; Lipska, Barbara K.; Mariani, Jessica; Miller, Daniel J.; Park, Royce B.; Peng, Junmin; Polioudakis, Damon; Price, Amanda J.; Ray, Mohana; Reddy, Timothy E.; Safi, Alexias; Schreiner, Shannon; Scuderi, Soraya; Shieh, Annie W.; Shin, Joo Heon; Song, Lingyun; Spitsyna, Valeria N.; Szekely, Anna; Tao, Ran; Wang, Yongjun; Webster, Maree J.; Willsey, A. Jeremy; Wiseman, Jennifer R.; Witt, Heather; Wray, Gregory A.; Yang, Mo; Zharovsky, Elizabeth; Abyzov, Alexej; An, Joon-Yong; Armoskus, Christoper; Ashley-Koch, Allison E.; Belmont, Judson; Bendl, Jaroslav; Borrman, Tyler; Brown, Miguel; Brunetti, Tonya; Bryois, Julien; Burke, Emily E.; Charney, Alexander W.; Chen, Chao; Cherskov, Adriana; Clarke, Declan; Collado-Torres, Leonardo; Coppola, Gianfilippo; Dai, Rujia; Emani, Prashant S.; Fitzgerald, Dominic; Garrett, Melanie E.; Girdhar, Kiran; Goodman, Thomas; Gu, Mengting; Gursoy, Gamze; Hauberg, Mads E.; Huey, Jack; Ivanov, Nikolay A.; Jiang, Yi; Kefi, Amira; Kim, Yunjung; Mattei, Eugenio; Moore, Jill; Navarro, Fabio C. P.; Pratt, Henry; Purcaro, Michael; Rhie, Suhn Kyong; Roychowdhury, Tanmoy; Sheppard, Brooke; Shi, Xu; Swarup, Vivek; Szatkiewicz, Jin; van Bakel, Harm; Warrell, Jonathan; Wu, Feinan; Xia, Yan; Xu, Min; Yang, Yucheng T.; Chae, Yooree; Zhang, Jing; Mangravite, Lara M.; Peters, Mette A.; Bichsel, Candace; Franjic, Daniel; Liu, Fuchen; Onorati, Marco; Glass, Ian A.; Aldinger, Kimberly A.; Naluai-Cecchini, Theresa; Kaur, Navjot; Shibata, Mikihito; Sousa, Andre; Tebbenkamp, Andrew; Skarica, Mario; Li, Zhuo; Ma, Shaojie; Sanders, Stephan		BrainSpan Consortium; PsychENCODE Consortium; PsychENCODE Dev Subgrp						Integrative functional genomic analysis of human brain development and neuropsychiatric risks								SCIENCE				362	6420			1264	+	eaat7615	10.1126/science.aat7615			DEC 14 2018	2018										35							WOS:000452994400041		
J	Carrascoso, Isabel; Alcalde, Jose; Tabas-Madrid, Daniel; Oliveros, Juan Carlos; Izquierdo, Jose M.								Transcriptome-wide analysis links the short-term expression of the b isoforms of TIA proteins to protective proteostasis-mediated cell quiescence response								PLOS ONE				13	12					e0208526	10.1371/journal.pone.0208526			DEC 11 2018	2018										1							WOS:000452782500023		
J	Wu, Yusheng; Zhao, Wenwei; Liu, Yang; Tan, Xiangtian; Li, Xin; Zou, Qin; Xiao, Zhengtao; Xu, Hui; Wang, Yuting; Yang, Xuerui								Function of HNRNPC in breast cancer cells by controlling the dsRNA-induced interferon response								EMBO JOURNAL				37	23					e99017	10.15252/embj.201899017			DEC 3 2018	2018										9							WOS:000451913500002		
J	Erhard, Florian								Estimating pseudocounts and fold changes for digital expression measurements								BIOINFORMATICS				34	23			4054	4063		10.1093/bioinformatics/bty471			DEC 1 2018	2018										0							WOS:000453453300013		
J	Becker, Kolja; Bluhm, Alina; Casas-Vila, Nuria; Dinges, Nadja; Dejung, Mario; Sayols, Sergi; Kreutz, Clemens; Roignant, Jean-Yves; Butter, Falk; Legewie, Stefan								Quantifying post-transcriptional regulation in the development of Drosophila melanogaster								NATURE COMMUNICATIONS				9						4970	10.1038/s41467-018-07455-9			NOV 26 2018	2018										2							WOS:000451174800001		
J	Wamsley, Brie; Jaglin, Xavier Hubert; Favuzzi, Emilia; Quattrocolo, Giulia; Nigro, Maximiliano Jose; Yusuf, Nusrath; Khodadadi-Jamayran, Alireza; Rudy, Bernardo; Fishell, Gord								Rbfox1 Mediates Cell-type-Specific Splicing in Cortical Interneurons								NEURON				100	4			846	+		10.1016/j.neuron.2018.09.026			NOV 21 2018	2018										9							WOS:000450736600012		
J	Gunawan, Asep; Jakaria; Listyarini, Kasita; Furqon, Ahmad; Sumantri, Cece; Akter, Syeda Hasina; Uddin, Muhammad Jasim								Transcriptome signature of liver tissue with divergent mutton odour and flavour using RNA deep sequencing								GENE				676				86	94		10.1016/j.gene.2018.06.086			NOV 15 2018	2018										6							WOS:000445989300012		
J	Andriatsilavo, Maheva; Stefanutti, Marine; Siudeja, Katarzyna; Perdigoto, Carolina N.; Boumard, Benjamin; Gervais, Louis; Gillet-Markowska, Alexandre; Al Zouabi, Lara; Schweisguth, Francois; Bardin, Allison J.								Spen limits intestinal stem cell self-renewal								PLOS GENETICS				14	11					e1007773	10.1371/journal.pgen.1007773			NOV 2018	2018										0							WOS:000452454300032		
J	Bapat, Aditi; Keita, Nakia; Martelly, William; Kang, Paul; Seet, Christopher; Jacobsen, Jeffery R.; Stoilov, Peter; Hu, Chengcheng; Crooks, Gay M.; Sharma, Shalini								Myeloid Disease Mutations of Splicing Factor SRSF2 Cause G2-M Arrest and Skewed Differentiation of Human Hematopoietic Stem and Progenitor Cells								STEM CELLS				36	11			1663	1675		10.1002/stem.2885			NOV 2018	2018										2							WOS:000450302800004		
J	Paiva, Isabel; Jain, Gaurav; Lazaro, Diana F.; Jercic, Kristina Gotovac; Hentrich, Thomas; Kerimoglu, Cemil; Pinho, Raquel; Szego, Eva M.; Burkhardt, Susanne; Capece, Vincenzo; Halder, Rashi; Islam, Rezaul; Xylaki, Mary; Gomes, Lucas A. Caldi; Roser, Anna-Elisa; Lingor, Paul; Schulze-Hentrich, Julia M.; Borovecki, Fran; Fischer, Andre; Outeiro, Tiago F.								Alpha-synuclein deregulates the expression of COL4A2 and impairs ER-Golgi function								NEUROBIOLOGY OF DISEASE				119				121	135		10.1016/j.nbd.2018.08.001			NOV 2018	2018										4							WOS:000445322700011		
J	Yin, Jun; Gibbs, Mary; Long, Caixia; Rosenthal, Justin; Kim, Hyong S.; Kim, Anna; Sheng, Chengyu; Ding, Peng; Javed, Uzma; Yuan, Quan								Transcriptional Regulation of Lipophorin Receptors Supports Neuronal Adaptation to Chronic Elevations of Activity								CELL REPORTS				25	5			1181	+		10.1016/j.celrep.2018.10.016			OCT 30 2018	2018										1							WOS:000448675900008		
J	Tanis, Sabine E. J.; Jansen, Pascal W. T. C.; Zhou, Huiqing; van Heeringen, Simon J.; Vermeulen, Michiel; Kretz, Markus; Mulder, Klaas W.								Splicing and Chromatin Factors Jointly Regulate Epidermal Differentiation								CELL REPORTS				25	5			1292	+		10.1016/j.celrep.2018.10.017			OCT 30 2018	2018										1							WOS:000448675900017		
J	Mitra, Mithun; Johnson, Elizabeth L.; Swamy, Vinay S.; Nersesian, Lois E.; Corney, David C.; Robinson, David G.; Taylor, Daniel G.; Ambrus, Aaron M.; Jelinek, David; Wang, Wei; Batista, Sandra L.; Coller, Hilary A.								Alternative polyadenylation factors link cell cycle to migration								GENOME BIOLOGY				19						176	10.1186/s13059-018-1551-9			OCT 25 2018	2018										1							WOS:000448669400001		
J	Yuan, Juanjuan; Ma, Yunqing; Huang, Tao; Chen, Yanhao; Peng, Yuanzheng; Li, Bing; Li, Jia; Zhang, Yuchen; Song, Bing; Sun, Xiaofang; Ding, Qiurong; Song, Yan; Chang, Xing								Genetic Modulation of RNA Splicing with a CRISPR-Guided Cytidine Deaminase								MOLECULAR CELL				72	2			380	+		10.1016/j.molcel.2018.09.002			OCT 18 2018	2018										13							WOS:000447630200018		
J	Song, Wei; Liu, Huaping; Wang, Jiajia; Kong, Yan; Yin, Xia; Zang, Weidong								MATHT: A web server for comprehensive transcriptome data analysis								JOURNAL OF THEORETICAL BIOLOGY				455				140	146		10.1016/j.jtbi.2018.07.021			OCT 14 2018	2018										1							WOS:000444361100016		
J	Sieber, Patricia; Voigt, Kerstin; Kaemmer, Philipp; Brunke, Sascha; Schuster, Stefan; Linde, Joerg								Comparative Study on Alternative Splicing in Human Fungal Pathogens Suggests Its Involvement During Host Invasion								FRONTIERS IN MICROBIOLOGY				9						2313	10.3389/fmicb.2018.02313			OCT 2 2018	2018										5							WOS:000446075500001		
J	McGuinness, Dagmara; Mohammed, Suhaib; Monaghan, Laura; Wilson, Paul A.; Kingsmore, David B.; Shapter, Oliver; Stevenson, Karen S.; Coley, Shana M.; Devey, Luke; Kirkpatrick, Robert B.; Shiels, Paul G.								A molecular signature for delayed graft function								AGING CELL				17	5					UNSP e12825	10.1111/acel.12825			OCT 2018	2018										5							WOS:000445599100020		
J	Hsin, Jing-Ping; Lu, Yuheng; Loeb, Gabriel B.; Leslie, Christina S.; Rudensky, Alexander Y.								The effect of cellular context on miR-155-mediated gene regulation in four major immune cell types								NATURE IMMUNOLOGY				19	10			1137	+		10.1038/s41590-018-0208-x			OCT 2018	2018										17							WOS:000445968600019		
J	Romero, Juan P.; Ortiz-Estevez, Maria; Muniategui, Ander; Carrancio, Soraya; de Miguel, Fernando J.; Carazo, Fernando; Montuenga, Luis M.; Loos, Remco; Pio, Ruben; Trotter, Matthew W. B.; Rubio, Angel								Comparison of RNA-seq and microarray platforms for splice event detection using a cross-platform algorithm								BMC GENOMICS				19						703	10.1186/s12864-018-5082-2			SEP 25 2018	2018										4							WOS:000445497000002		
J	van den Hoogenhof, Maarten M. G.; Beqqali, Abdelaziz; Amin, Ahmad S.; van der Made, Ingeborg; Aufiero, Simona; Khan, Mohsin A. F.; Schumacher, Cees A.; Jansweijer, Joeri A.; van Spaendonck-Zwarts, Karin Y.; Remme, Carol Ann; Backs, Johannes; Verkerk, Arie O.; Baartscheer, Antonius; Pinto, Yigal M.; Creemers, Esther E.								RBM20 Mutations Induce an Arrhythmogenic Dilated Cardiomyopathy Related to Disturbed Calcium Handling								CIRCULATION				138	13			1330	1342		10.1161/CIRCULATIONAHA.117.031947			SEP 25 2018	2018										18							WOS:000452157200014		
J	O'Brien, Megan A.; Weston, Rory M.; Sheth, Nihar U.; Bradley, Steven; Bigbee, John; Pandey, Ashutosh; Williams, Robert W.; Wolstenholme, Jennifer T.; Miles, Michael F.								Ethanol-Induced Behavioral Sensitization Alters the Synaptic Transcriptome and Exon Utilization in DBA/2J Mice								FRONTIERS IN GENETICS				9						402	10.3389/fgene.2018.00402			SEP 24 2018	2018										2							WOS:000445371900001		
J	Yan, Aimin; Ban, Yuguang; Gao, Zhen; Chen, Xi; Wang, Lily								PathwaySplice: an R package for unbiased pathway analysis of alternative splicing in RNA-Seq data								BIOINFORMATICS				34	18			3220	3222		10.1093/bioinformatics/bty317			SEP 15 2018	2018										1							WOS:000446433800024		
J	Lesbirel, Simon; Viphakone, Nicolas; Parker, Matthew; Parker, Jacob; Heath, Catherine; Sudbery, Ian; Wilson, Stuart A.								The m(6)A-methylase complex recruits TREX and regulates mRNA export								SCIENTIFIC REPORTS				8						13827	10.1038/s41598-018-32310-8			SEP 14 2018	2018										12							WOS:000444571200035		
J	Lee, Shih-Han; Singh, Irtisha; Tisdale, Sarah; Abdel-Wahab, Omar; Leslie, Christina S.; Mayr, Christine								Widespread intronic polyadenylation inactivates tumour suppressor genes in leukaemia								NATURE				561	7721			127	+		10.1038/s41586-018-0465-8			SEP 6 2018	2018										24							WOS:000443755200045		
J	Wu, Wenwu; Zong, Jie; Wei, Ning; Cheng, Jian; Zhou, Xuexia; Cheng, Yuanming; Chen, Dai; Guo, Qinghua; Zhang, Bo; Feng, Ying								CASH: a constructing comprehensive splice site method for detecting alternative splicing events								BRIEFINGS IN BIOINFORMATICS				19	5			905	917		10.1093/bib/bbx034			SEP 2018	2018										7							WOS:000453743200016		
J	Alvelos, Maria Ines; Juan-Mateu, Jonas; Colli, Maikel Luis; Turatsinze, Jean-Valery; Eizirik, Decio L.								When one becomes many-Alternative splicing in beta-cell function and failure								DIABETES OBESITY & METABOLISM				20				77	87		10.1111/dom.13388			SEP 2018	2018										2							WOS:000444945900007		
J	Newman, Jeremy R. B.; Concannon, Patrick; Tardaguila, Manuel; Conesa, Ana; McIntyre, Lauren M.								Event Analysis: Using Transcript Events To Improve Estimates of Abundance in RNA-seq Data								G3-GENES GENOMES GENETICS				8	9			2923	2940		10.1534/g3.118.200373			SEP 2018	2018										0							WOS:000443162600007		
J	Wang, Qingqing; Rio, Donald C.								JUM is a computational method for comprehensive annotation-free analysis of alternative pre-mRNA splicing patterns								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				115	35			EB181	EB190		10.1073/pnas.1806018115			AUG 28 2018	2018										9							WOS:000442861600014		
J	Arsenault, Samuel V.; Hunt, Brendan G.; Rehan, Sandra M.								The effect of maternal care on gene expression and DNA methylation in a subsocial bee								NATURE COMMUNICATIONS				9						3468	10.1038/s41467-018-05903-0			AUG 27 2018	2018										8							WOS:000442790800002		
J	Moore, Kat S.; Yagci, Nurcan; van Alphen, Floris; Meijer, Alexander B.; 't Hoen, Peter A. C.; von Lindern, Marieke								Strap associates with Csde1 and affects expression of select Csde1-bound transcripts								PLOS ONE				13	8					e0201690	10.1371/journal.pone.0201690			AUG 23 2018	2018										1							WOS:000442800100023		
J	Calabretta, Sara; Vogel, Gillian; Yu, Zhenbao; Choquet, Karine; Darbelli, Lama; Nicholson, Thomas B.; Kleinman, Claudia L.; Richard, Stephane								Loss of PRMT5 Promotes PDGFR alpha Degradation during Oligodendrocyte Differentiation and Myelination								DEVELOPMENTAL CELL				46	4			426	+		10.1016/j.devcel.2018.06.025			AUG 20 2018	2018										8							WOS:000442143300004		
